user_id_encoded,paintingId_encoded,art_knowledge_enc,visit_rate_enc,artist_encoded,duration_seconds,rep_year,range_width,engagement_level,engagement_score,interest_binary,painting_genre,inv_Art student,inv_Art teacher,inv_No involvement,inv_Professional/Artist,style_Abstractionism,style_Art Nouveau,style_Baroque,style_Cubism,style_Expressionism,style_Impressionism,style_Modern Art,style_Neoclassicism,style_Pop Art,style_Post Impressionism,style_Realism,style_Renaissance,style_Rococo,style_Romanticism,style_Ukiyo-e,genre_Animal Painting,genre_Cityscape,genre_Genre Painting,genre_History Painting,genre_Illustration,genre_Interior Painting,genre_Landscape,genre_Mythological Painting,genre_Nature Morte,genre_Nude Painting,genre_Portrait,genre_Religious Painting,genre_Still Life
0,93,0.25,0.0,67,-0.24403163193022748,0.9553539175914928,-0.5018142634016354,1,-0.3354891474728577,0,"['Portrait', 'Nude Painting']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0,91,0.25,0.0,67,-0.4440010815775747,0.8867409918525198,-0.5018142634016354,0,-2.079421774177871,0,"['Portrait', 'Nude Painting']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0,90,0.25,0.0,209,0.6464878279358528,0.914186162148109,-0.5018142634016354,3,1.1013993446984855,1,"['Landscape', 'Nature Morte']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,100,0.25,0.0,123,-0.20526489064573478,0.9210474547220062,-0.5018142634016354,1,-0.19545196242608626,0,"['Landscape', 'Nature Morte']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,101,0.25,0.0,239,1.8351486290474202,0.8936022844264171,-0.5018142634016354,3,1.7627175419286352,1,"['Portrait', 'Nude Painting']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0,112,0.25,0.0,193,-0.3505704461077542,1.1268862319389252,-0.330146500091061,0,-0.889280804202538,0,"['Landscape', 'Cityscape']",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,0,0.25,0.0,187,-0.3182183454674581,1.1543314022345144,0.3565245531512366,0,-0.6833468415816484,0,"['Landscape', 'Cityscape']",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,107,0.25,0.0,238,-0.3176605506288323,1.120024939365028,-0.5018142634016354,0,-0.6801719994540575,0,"['Landscape', 'Nature Morte']",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,111,0.25,0.0,199,-0.11880669065873668,1.1543314022345144,0.3565245531512366,2,0.056276903033830955,1,"['Landscape', 'Nature Morte']",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,108,0.25,0.0,127,-0.18825214806764806,1.1749152799562064,-0.07264485512519941,1,-0.14015697526786383,0,"['Landscape', 'History Painting']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0,103,0.25,0.0,38,0.1341532686580609,0.9827990878870819,-0.5018142634016354,2,0.5442289115170653,1,"['Landscape', 'Cityscape']",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,104,0.25,0.0,192,-0.18183750742345142,1.0171055507565685,-0.5018142634016354,1,-0.12014370713434996,0,"['Landscape', 'History Painting']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0,105,0.25,0.0,168,-0.3249118835309676,0.9862297341740306,-0.2872295592634174,0,-0.7223273637830054,0,"['Landscape', 'History Painting']",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0,106,0.25,0.0,168,-0.24682060612335643,1.1543314022345144,0.3565245531512366,1,-0.3464383043665543,0,"['History Painting', 'Illustration']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
0,113,0.25,0.0,215,-0.23148124806114714,1.0171055507565685,-0.07264485512519941,1,-0.2877732772189884,0,"['Portrait', 'Nude Painting']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0,5,0.25,0.0,174,-0.2604865796696884,1.1131636467911306,-0.07264485512519941,1,-0.40206312022381935,0,"['Landscape', 'Nature Morte']",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,118,0.25,0.0,199,-0.34945485643050256,1.1543314022345144,0.3565245531512366,0,-0.8813539431544416,0,"['Landscape', 'Nature Morte']",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,246,0.25,0.0,67,0.30483848927755397,0.9347700398698009,-0.5018142634016354,3,0.7695166293433404,1,"['Portrait', 'Nude Painting']",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0,244,0.25,0.0,164,0.10710021898470992,0.8387119438352387,-0.5018142634016354,2,0.5028360472247742,1,"['Portrait', 'Nude Painting']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0,242,0.25,0.0,164,1.0453111375532955,0.8078361272527008,-0.4588973225739918,3,1.3796792899872987,1,"['Portrait', 'Nude Painting']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0,283,0.25,0.0,239,-0.12048007517461408,0.9004635770003143,-0.5018142634016354,2,0.05200601032905147,1,['Portrait'],0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,285,0.25,0.0,239,2.1865593773816703,0.8730184067047252,-0.5018142634016354,3,1.8924230151034462,1,"['Landscape', 'Nature Morte']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,286,0.25,0.0,186,0.48891078602406607,0.4510489134100413,1.6011158371529008,3,0.9630256247479545,1,"['Landscape', 'Nature Morte']",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,287,0.25,0.0,50,-0.15115879129903276,0.6122892888966278,-0.5018142634016354,2,-0.0300373442387154,1,"['Landscape', 'History Painting']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0,247,0.25,0.0,16,1.945313109676015,-0.0635480296322562,-0.4588973225739918,3,2.3467259718150415,1,"['Landscape', 'Nature Morte']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,248,0.25,0.0,236,-0.13247266420506865,0.5059392540012196,-0.3730634409187046,2,0.020801956267760956,1,"['Landscape', 'History Painting']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
0,178,0.25,0.0,126,-0.3162660635322678,0.8044054809657522,-0.5018142634016354,0,-0.6722826261740359,0,"['History Painting', 'Nude Painting']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0,177,0.25,0.0,126,-0.2211620435465699,0.8044054809657522,-0.5018142634016354,1,-0.2503179354769653,0,"['Landscape', 'Nature Morte']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,269,0.25,0.0,239,-0.05605477131333485,0.9827990878870819,-0.5018142634016354,2,0.2035799451685295,1,"['Landscape', 'Nature Morte']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,168,0.25,0.0,32,-0.35586949707469917,-0.08070126106699944,-0.5018142634016354,0,-0.9278978896497065,0,"['History Painting', 'Portrait']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,174,0.25,0.0,85,-0.11908558807804959,-0.17675935710156163,-0.5018142634016354,2,0.055566466715405896,1,"['History Painting', 'Portrait']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,165,0.25,0.0,87,1.1618902588260867,-0.21792711254494543,-0.5018142634016354,3,1.4472917008793407,1,"['History Painting', 'Religious Painting']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,166,0.25,0.0,152,-0.04908233583051242,-0.22478840511884274,-0.5018142634016354,2,0.21857747520969356,1,"['History Painting', 'Portrait']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,171,0.25,0.0,47,0.1299698073683675,-0.14931418680597244,-0.5018142634016354,2,0.5379487469617479,1,"['History Painting', 'Genre Painting']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
0,170,0.25,0.0,16,0.07781598995685571,-0.025810920475821047,-0.07264485512519941,2,0.45581893633891957,1,"['History Painting', 'Portrait']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,169,0.25,0.0,16,-0.35168603578500574,-0.0635480296322562,-0.4588973225739918,0,-0.8972767455203468,0,"['History Painting', 'Religious Painting']",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,140,0.25,0.0,110,-0.0780876674390537,0.059955236697895195,-0.4588973225739918,2,0.15450920093905166,1,"['History Painting', 'Mythological Painting']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0,141,0.25,0.0,110,0.8498040466149548,0.059955236697895195,-0.4588973225739918,3,1.2537489214549764,1,"['Landscape', 'Nature Morte']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,263,0.25,0.0,124,0.17068883058805048,-0.4512110600574536,-0.5018142634016354,2,0.5973222059709524,1,"['History Painting', 'Religious Painting']",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,186,0.25,0.0,51,0.4024525860370679,-0.7736918110306267,-0.5018142634016354,3,0.8771868886527459,1,"['Portrait', 'History Painting']",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,188,0.25,0.0,201,-0.2903286035361684,-0.8491660293434969,-0.07264485512519941,0,-0.536699179567339,0,"['History Painting', 'Religious Painting']",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,187,0.25,0.0,42,-0.19578237838909626,-0.7188014704394483,-0.4159803817463482,1,-0.16422175284242105,0,"['Religious Painting', 'History Painting']",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,195,0.25,0.0,104,0.2041565209055981,-0.6982175927177564,-0.07264485512519941,3,0.6434002622236294,1,"['History Painting', 'Religious Painting']",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,196,0.25,0.0,142,-0.31264039708120017,-0.8937644310738294,-0.2872295592634174,0,-0.652082199815238,0,"['History Painting', 'Religious Painting']",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,266,0.25,0.0,135,-0.07725097518111503,-1.0721580379951592,-0.2872295592634174,2,0.15642138320684665,1,"['History Painting', 'Religious Painting']",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,234,0.25,0.0,219,3.4371354055807006,-1.0584354528473645,-0.4588973225739918,3,2.2453726682242334,1,"['History Painting', 'Religious Painting']",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,230,0.25,0.0,83,-0.17291279000543872,-0.9589467105258538,-0.5018142634016354,1,-0.09300595197719252,0,"['History Painting', 'Religious Painting']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,299,0.25,0.0,74,-0.11155535775660137,0.20061173446278982,-0.07264485512519941,2,0.07455776824541037,1,"['Landscape', 'History Painting']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0,300,0.25,0.0,74,-0.33355770352966746,0.13199880872381684,0.3565245531512366,0,1.0933214571249141,0,"['History Painting', 'Landscape']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0,347,0.25,0.0,56,1.5632236452173456,-0.8834724922129835,-0.07264485512519941,3,1.6480315842805249,1,"['History Painting', 'Portrait']",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,345,0.25,0.0,219,-0.21669968483756355,-0.965808003099751,-0.07264485512519941,1,-0.23458287101324474,0,"['History Painting', 'Religious Painting']",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,344,0.25,0.0,21,-0.24849399063923383,-0.8766111996390862,-0.4159803817463482,1,-0.3530710691019328,0,"['Portrait', 'History Painting']",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,343,0.25,0.0,132,0.24515444154459395,-0.9520854179519564,-0.07264485512519941,3,0.6968636437258521,1,"['Portrait', 'Nude Painting']",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0,342,0.25,0.0,188,-0.36869877836309245,-1.2093838894731053,0.9144447839106034,0,-1.0287302951954498,0,"['Portrait', 'History Painting']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,336,0.25,0.0,18,0.9008422743492149,-1.2642742300642835,1.6011158371529008,3,1.2883268232103657,1,"['History Painting', 'Religious Painting']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,328,0.25,0.0,160,-0.23622250418946633,-1.6793824307850702,-0.5018142634016354,1,-0.30550888776578267,0,"['History Painting', 'Religious Painting']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,316,0.25,0.0,99,0.9345888620860755,-1.1579241951688755,-0.07264485512519941,3,1.3104944070933595,1,"['History Painting', 'Landscape']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0,317,0.25,0.0,189,1.4059255007248717,-1.5661711033157648,-0.4588973225739918,3,1.5744961466588285,1,"['History Painting', 'Nude Painting']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0,298,0.25,0.0,197,0.2487801079956617,-1.6931050159328649,0.528192316461811,3,0.7014451281719143,1,"['History Painting', 'Religious Painting']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,301,0.25,0.0,222,0.4710613511880406,-1.435806544411716,3.746962878535081,3,0.9459498712521446,1,"['History Painting', 'Portrait']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,303,0.25,0.0,78,-0.4493001325445197,-1.6931050159328649,-0.5018142634016354,0,-2.229394619964297,0,"['History Painting', 'Religious Painting']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,327,0.25,0.0,205,0.024825480287405312,-2.348358456740057,0.9144447839106034,2,0.3640862367326331,1,"['History Painting', 'Religious Painting']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,324,0.25,0.0,205,-0.22478770999763759,-2.348358456740057,0.9144447839106034,1,-0.2633044015586519,0,"['History Painting', 'Religious Painting']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,314,0.25,0.0,133,0.5034134518283366,-1.435806544411716,3.746962878535081,3,0.9766694220188323,1,"['History Painting', 'Portrait']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,313,0.25,0.0,102,1.0971860575454946,-1.377485557533589,-0.07264485512519941,3,1.41038197349446,1,"['History Painting', 'Religious Painting']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
11,18,0.25,0.5,11,-0.09510041001714045,1.442505690338201,-0.5018142634016354,2,0.11473797604727289,1,"['Portrait', 'Nude Painting']",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
11,30,0.25,0.5,165,0.8177308433939716,1.5865928343900444,-0.5018142634016354,3,1.2313334098700868,1,"['Landscape', 'Nature Morte']",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
11,29,0.25,0.5,115,0.10403234737226807,1.559147664094455,-0.5018142634016354,2,0.498021911184905,1,"['History Painting', 'Portrait']",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
11,62,0.25,0.5,79,0.5053657337635269,1.257250790842974,-0.5018142634016354,3,0.9784906899401946,1,['Portrait'],0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11,64,0.25,0.5,79,-0.2292500687066439,1.257250790842974,-0.5018142634016354,1,-0.2795442672667914,0,"['Portrait', 'History Painting']",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
11,66,0.25,0.5,146,0.31236871959900214,1.3395863017297416,-0.5018142634016354,3,0.7782875470463044,1,"['Portrait', 'Nude Painting']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
11,7,0.25,0.5,195,-0.31793944804814517,1.051412013626055,-0.5018142634016354,0,-0.6817580473155554,0,"['Landscape', 'Nature Morte']",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
11,74,0.25,0.5,137,-0.3263063706275321,1.1337475245128226,-0.5018142634016354,0,-0.7306610128935989,0,"['Landscape', 'Cityscape']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
11,79,0.25,0.5,95,-0.3084569357915067,1.188637865104001,-0.07264485512519941,0,-0.6293135759229347,0,"['Portrait', 'Nude Painting']",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
11,46,0.25,0.5,69,-0.19606127580840915,1.1543314022345144,-0.5018142634016354,1,-0.1651252767553211,0,"['Landscape', 'Nature Morte']",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
11,102,0.25,0.5,183,0.5117803744077236,0.9827990878870819,-0.5018142634016354,3,0.9844495290592241,1,"['Cityscape', 'Landscape']",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
11,101,0.25,0.5,239,0.2175435970326172,0.8936022844264171,-0.5018142634016354,2,0.6612025046111731,1,"['Portrait', 'Nude Painting']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
11,96,0.25,0.5,9,-0.08589679517981484,1.0102442581826712,-0.5018142634016354,2,0.13646732969716824,1,"['Landscape', 'Nature Morte']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
11,90,0.25,0.5,209,0.1762667789743084,0.914186162148109,-0.5018142634016354,2,0.6051643772959499,1,"['Landscape', 'Nature Morte']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
11,91,0.25,0.5,67,-0.2660645280559463,0.8867409918525198,-0.5018142634016354,0,-0.42577318526110874,0,"['Portrait', 'Nude Painting']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
11,93,0.25,0.5,67,0.40133699635981634,0.9553539175914928,-0.5018142634016354,3,0.8760250924109018,1,"['Portrait', 'Nude Painting']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
